sentenceID,sentence,origin,destination,is_valid,difficulty,category,notes
1105,J'ai vu un bon film,,,0,easy,no_intent,off_topic
1106,Pour Lille,,,0,easy,incomplete_origin,missing origin
1107,zazevi cav,,,0,easy,garbage,random text
1108,Quel est le prix d'un billet de Lyon à Nîmes,Lyon,Nîmes,1,easy,standard,
1109,Je suis actuellement à Le Havre,,,0,easy,incomplete_dest,missing destination
1110,Peut-être Lille ou bien Nice,,,0,medium,ambiguous,contradictions
1111,Pouvez-vous me donner les horaires de Marseille à Reims,Marseille,Reims,1,easy,standard,
1112,à nice,,,0,easy,incomplete_origin,missing origin
1113,"Avec mes amis Clément et Lourdes, je voudrais aller de Nice à Paris",Nice,Paris,1,hard,name_ambiguity,Clément/Lourdes=prénoms
1114,Y a-t-il un train de Limoges vers Bordeaux,Limoges,Bordeaux,1,easy,standard,
1115,Un billet Saint-Étienne Brest s'il vous plaît,Saint-Étienne,Brest,1,easy,standard,
1116,Brest Aix-en-Provence s'il vous plaît,Brest,Aix-en-Provence,1,medium,no_markers,
1117,Je voudrais un billet de Dijon à Limoges,Dijon,Limoges,1,easy,standard,
1118,Y a-t-il un train,,,0,easy,incomplete_grammar,grammatically incomplete
1119,Paris Rennes Nice Bordeaux,,,0,medium,ambiguous,too many cities
1120,Quel est le prix d'un billet de Annecy à Nice,Annecy,Nice,1,easy,standard,
1121,Perpignan Marseille aujourd'hui,Perpignan,Marseille,1,medium,no_markers,
1122,Avec mon ami Clément je voudrais aller de Villeurbanne à Florence,Villeurbanne,Florence,1,medium,name_ambiguity,Clément=prénom
1123,Y a-t-il un train de Lyon vers Nice,Lyon,Nice,1,easy,standard,
1124,orange miroir framboise jardin miroir escalier,,,0,easy,garbage,nonsense words
1125,Train Lyon Lyon,,,0,medium,ambiguous,origin equals destination
1126,De Bordeaux vers Montpellier s'il vous plaît,Bordeaux,Montpellier,1,easy,standard,
1127,Un aller simple de Saint-Étienne à Lille,Saint-Étienne,Lille,1,easy,standard,
1128,Je pars de Dijon ?,,,0,easy,incomplete_dest,missing destination
1129,Génial ?,,,0,easy,no_intent,random_statements
1130,Pour aller à Perpignan depuis Dijon,Dijon,Perpignan,1,medium,inverted_order,
1131,Je voyage avec Paris et Lourdes de Angers vers Aix-en-Provence,Angers,Aix-en-Provence,1,hard,name_ambiguity,Paris/Lourdes=prénoms
1132,"avec mes amis lourdes et paris, je voudrais aller de limoges à annecy",Limoges,Annecy,1,hard,name_ambiguity,"Lourdes/Paris=prénoms, lowercase"
1133,Je me suis trompé Montpellier pas Paris,,,0,medium,ambiguous,conflicting information
1134,ryfyral harytucumu jizoze huryki qacax,,,0,easy,garbage,random text
1135,Trajet Villeurbann Annec,Villeurbanne,Annecy,1,hard,misspelling,spelling errors
1136,comment aller a grenobble depuis aix-en-provenc,Aix-en-Provence,Grenoble,1,hard,misspelling,spelling errors
1137,La pizza c'est délicieux !,,,0,easy,no_intent,off_topic
1138,À quelle heure y a-t-il des trains de Toulouse à Marseille,Toulouse,Marseille,1,medium,standard,
1139,Je vais à Lyon voir mon ami Clément en partant de Marseille,Marseille,Lyon,1,medium,name_ambiguity,Clément=prénom
1140,"Albert, Paris et moi voulons aller de Amiens à Florence",Amiens,Florence,1,hard,name_ambiguity,Albert/Paris=prénoms
1141,De Nantes vers Le Mans s'il vous plaît,Nantes,Le Mans,1,easy,standard,
1142,!!! --- ... @@## $$%%,,,0,easy,garbage,special characters
1143,Trajet Toulon Reims,Toulon,Reims,1,medium,no_markers,
1144,je pars demain de ?,,,0,easy,incomplete_grammar,grammatically incomplete
1145,Un billet Bordeaux Rennes s'il vous plaît,Bordeaux,Rennes,1,easy,standard,
1146,Quand part le prochain train de Metz vers Clermont-Ferrand,Metz,Clermont-Ferrand,1,medium,standard,
1147,Comment aller de Montpellier à Lyon à Paris,,,0,medium,ambiguous,too many cities
1148,orange ordinateur uniforme nuage vague framboise sable baleine,,,0,easy,garbage,nonsense words
1149,À quelle heure y a-t-il des trains de Lyon à Lille,Lyon,Lille,1,medium,standard,
1150,guitare papillon nuage escalier igloo,,,0,easy,garbage,nonsense words
1151,qac kijax,,,0,easy,garbage,random text
1152,Je souhaite me rendre à Toulouse depuis Nîmes,Nîmes,Toulouse,1,easy,standard,
1153,Je vais de Rennes à Paris à Nantes,,,0,medium,ambiguous,too many cities
1154,Un billet de Boulogne-sur-Mer pour Perpignan,Boulogne-sur-Mer,Perpignan,1,medium,compound_name,compound name
1155,À quelle heure y a-t-il des trains de Saint-Étienne à Angers,Saint-Étienne,Angers,1,medium,standard,
1156,Pouvez-vous me réserver une place de Metz à Le Havre,Metz,Le Havre,1,medium,standard,
1157,je veux aller de toulouse a nîmes,Toulouse,Nîmes,1,medium,no_capitals,"lowercase, no accents"
1158,Comment aller a Toulouse depuis Aix-en-Provenc,Aix-en-Provence,Toulouse,1,hard,misspelling,spelling errors
1159,Bilet Grenobble Bordo,Grenoble,Bordeaux,1,hard,misspelling,spelling errors
1160,comment aller a le havre depuis toulon,Toulon,Le Havre,1,medium,no_capitals,"lowercase, no accents"
1161,Train pour Paris Rennes et Lyon,,,0,medium,ambiguous,too many cities
1162,Un aller simple de Paris à Montpellier,Paris,Montpellier,1,easy,standard,
1163,TGV TGV TGV TGV TGV TGV,,,0,easy,garbage,repetitions
1164,syw zemufuw tykehuzeg,,,0,easy,garbage,random text
1165,Limoges Nice s'il vous plaît,Limoges,Nice,1,medium,no_markers,
1166,Je voyage avec Clément et Rémy de Grenoble vers Paris,Grenoble,Paris,1,hard,name_ambiguity,Clément/Rémy=prénoms
1167,Je veux aller de Lyon à Brest demain matin,Lyon,Brest,1,medium,additional_info,with time/passenger info
1168,Un aller simple de Amiens à Lyon,Amiens,Lyon,1,easy,standard,
1169,les trains régionaux sont sympas,,,0,easy,no_intent,train_discussion
1170,Comment aller à Saint-Étienne depuis Aix-en-Provence,Aix-en-Provence,Saint-Étienne,1,medium,compound_name,compound name
1171,Je voudrais un billet de Lyon à Grenoble,Lyon,Grenoble,1,easy,standard,
1172,À quelle heure y a-t-il des trains de Perpignan à Villeurbanne,Perpignan,Villeurbanne,1,medium,standard,
1173,Y a-t-il un train de Grenoble vers Limoges,Grenoble,Limoges,1,easy,standard,
1174,Je cherche un train de Nantes à Toulouse,Nantes,Toulouse,1,easy,standard,
1175,Joyeux Noël,,,0,easy,no_intent,off_topic
1176,À Angers ?,,,0,easy,incomplete_origin,missing origin
1177,Billet Nice Nice,,,0,medium,ambiguous,origin equals destination
1178,Avec mon ami Albert je voudrais aller de Le Havre à Nice,Le Havre,Nice,1,medium,name_ambiguity,Albert=prénom
1179,Limoges Paris s'il vous plaît,Limoges,Paris,1,medium,no_markers,
1180,êtes-vous marié ?,,,0,easy,no_intent,general_questions
1181,Je viens de Grenoble ?,,,0,easy,incomplete_dest,missing destination
1182,À Toulouse en partance de Bordeaux,Bordeaux,Toulouse,1,medium,inverted_order,
1183,Je souhaite me rendre à Aix-en-Provence depuis Paris,Paris,Aix-en-Provence,1,easy,standard,
1184,De Nantes à Lille puis Marseille,,,0,medium,ambiguous,too many cities
1185,je cherche un train ?,,,0,easy,incomplete_grammar,grammatically incomplete
1186,hey salut,,,0,easy,no_intent,greetings
1187,Trajet Annecy Bordeaux,Annecy,Bordeaux,1,medium,no_markers,
1188,Je dois rejoindre Paris à Amiens depuis Saint-Étienne,Saint-Étienne,Amiens,1,medium,name_ambiguity,Paris=prénom
1189,la pizza c'est délicieux,,,0,easy,no_intent,off_topic
1190,Combien coûte un billet,,,0,easy,incomplete_grammar,grammatically incomplete
1191,tirefavup magyl ryc miv,,,0,easy,garbage,random text
1192,De Lyon à Toulouse ou peut-être Bordeaux,,,0,medium,ambiguous,contradictions
1193,à bientôt ?,,,0,easy,no_intent,greetings
1194,Can you help me,,,0,easy,garbage,foreign language
1195,À partir de Nantes,,,0,easy,incomplete_dest,missing destination
1196,Je voudrais un billet de,,,0,easy,incomplete_grammar,grammatically incomplete
1197,Je veux aller à Amiens en partant de Rennes,Rennes,Amiens,1,medium,inverted_order,
1198,Quand part le prochain train de Metz vers Paris,Metz,Paris,1,medium,standard,
1199,Je me rends à Nice en provenance de Marseille,Marseille,Nice,1,medium,inverted_order,
1200,je veux aller de lile à clermont-fferrand,Lille,Clermont-Ferrand,1,hard,misspelling,spelling errors
1201,Quel est le prix d'un billet de Villeurbanne à Lyon,Villeurbanne,Lyon,1,easy,standard,
1202,j'ai faim ?,,,0,easy,no_intent,off_topic
1203,Je veux aller de Lyon à Aix-en-Provence,Lyon,Aix-en-Provence,1,easy,standard,
1204,En partant de Lille,,,0,easy,incomplete_dest,missing destination
1205,trajet vers toulon,,,0,easy,incomplete_origin,missing origin
1206,Mon départ est à Strasbourg,,,0,easy,incomplete_dest,missing destination
1207,billet toulouse bordeaux,Toulouse,Bordeaux,1,medium,no_capitals,"lowercase, no accents"
1208,Je dois travailler demain,,,0,easy,no_intent,off_topic
1209,De Rennes vers Brest s'il vous plaît,Rennes,Brest,1,easy,standard,
1210,comment aller a montpellie depuis reim,Reims,Montpellier,1,hard,misspelling,spelling errors
1211,je veux aller de le havre a lyon,Le Havre,Lyon,1,medium,no_capitals,"lowercase, no accents"
1212,Comment se rendre à Reims si on part de Toulon,Toulon,Reims,1,medium,inverted_order,
1213,Je voudrais réserver un billet de Strasbourg pour Villeurbanne,Strasbourg,Villeurbanne,1,medium,standard,
1214,Réservation Nantes Villeurbanne,Nantes,Villeurbanne,1,medium,no_markers,
1215,Un aller simple de Marseille à Annecy,Marseille,Annecy,1,easy,standard,
1216,Train Clermont-Ferrand Toulon,Clermont-Ferrand,Toulon,1,easy,no_markers,
1217,zikyveq vonudidypo myvylife josu,,,0,easy,garbage,random text
1218,je quitte reims ?,,,0,easy,incomplete_dest,missing destination
1219,Train pour Nantes Toulouse et Lyon,,,0,medium,ambiguous,too many cities
1220,de le havre vers le mans,Le Havre,Le Mans,1,medium,no_capitals,"lowercase, no accents"
1221,Je veux aller de Clermont-Ferrand à Marseille demain matin,Clermont-Ferrand,Marseille,1,medium,additional_info,with time/passenger info
1222,Je veux aller à Rennes en partant de Reims,Reims,Rennes,1,medium,inverted_order,
1223,Je me rends à Grenoble,,,0,easy,incomplete_origin,missing origin
1224,Comment se rendre à Dijon si on part de Paris,Paris,Dijon,1,medium,inverted_order,
1225,Je cherche un train de Angers à Dijon,Angers,Dijon,1,easy,standard,
1226,sable igloo ordinateur jardin,,,0,easy,garbage,nonsense words
1227,Trajet Angers Lille,Angers,Lille,1,medium,no_markers,
1228,Trajet de Perpignan vers Brest,Perpignan,Brest,1,easy,standard,
1229,Mon ami Paris m'attend à Paris je pars de Villeurbanne,Villeurbanne,Paris,1,medium,name_ambiguity,Paris=prénom
1230,Bilet Le Haavre Anger,Le Havre,Angers,1,hard,misspelling,spelling errors
1231,je voudrais un billet de saint-étienne a reims,Saint-Étienne,Reims,1,medium,no_capitals,"lowercase, no accents"
1232,nibemutawy zunip nywuhicuwu judapek,,,0,easy,garbage,random text
1233,Billet Lille Lyon Bordeaux,,,0,medium,ambiguous,too many cities
1234,Quel âge avez-vous,,,0,easy,no_intent,general_questions
1235,Quel est l'horaire des trains au départ de Saint-Étienne pour Angers,Saint-Étienne,Angers,1,medium,standard,
1236,Je veux aller de Metz à Lyon,Metz,Lyon,1,easy,standard,
1237,un train de dijon a brest,Dijon,Brest,1,medium,no_capitals,"lowercase, no accents"
1238,Route pour Lille,,,0,easy,incomplete_origin,missing origin
1239,Un billet Saint-Étienne Nantes,Saint-Étienne,Nantes,1,easy,no_markers,
1240,Un train de Aix-en-Provence pour Angers,Aix-en-Provence,Angers,1,easy,standard,
1241,Comment se rendre à Lyon si on part de Angers,Angers,Lyon,1,medium,inverted_order,
1242,je souhaite me rendre a amiens depui dijo,Dijon,Amiens,1,hard,misspelling,spelling errors
1243,Je dois rejoindre Rémy à Paris depuis Clermont-Ferrand,Clermont-Ferrand,Paris,1,medium,name_ambiguity,Rémy=prénom
1244,Amiens Angers aller simple,Amiens,Angers,1,medium,no_markers,
1245,Train Dijon Paris,Dijon,Paris,1,easy,no_markers,
1246,Pour me rendre à Reims je pars de Paris,Paris,Reims,1,medium,inverted_order,
1247,Réservation Lyon Nîmes,Lyon,Nîmes,1,medium,no_markers,
1248,Avec mon ami Florence je voudrais aller de Saint-Étienne à Lille,Saint-Étienne,Lille,1,medium,name_ambiguity,Florence=prénom
1249,123 Marseille ...,,,0,easy,garbage,incoherent mix
1250,Pour Toulouse,,,0,easy,incomplete_origin,missing origin
1251,Direction Tours en partant de Amiens,Amiens,Tours,1,medium,inverted_order,
1252,À Rennes en partance de Metz,Metz,Rennes,1,medium,inverted_order,
1253,Il fait beau aujourd'hui,,,0,easy,no_intent,general_questions
1254,Un billet de Boulogne sur Mer pour Brest,Boulogne-sur-Mer,Brest,1,medium,compound_name,compound name no hyphen
1255,Paris Nice aller simple,Paris,Nice,1,medium,no_markers,
1256,Avec mon ami Clément je voudrais aller de Clermont-Ferrand à Aix-en-Provence,Clermont-Ferrand,Aix-en-Provence,1,medium,name_ambiguity,Clément=prénom
1257,Je veux aller de La Roche sur Yon à Rennes,La Roche-sur-Yon,Rennes,1,medium,compound_name,compound name no hyphen
1258,Je ne sais pas si Bordeaux ou Lyon,,,0,medium,ambiguous,contradictions
1259,Comment aller à Le Mans depuis La Roche-sur-Yon,La Roche-sur-Yon,Le Mans,1,medium,compound_name,compound name
1260,Quel est l'horaire des trains au départ de Marseille pour Saint-Étienne,Marseille,Saint-Étienne,1,medium,standard,
1261,Un train de Saint-Étienne pour Le Mans,Saint-Étienne,Le Mans,1,easy,standard,
1262,Je voyage avec Albert et Lourdes de Villeurbanne vers Aix-en-Provence,Villeurbanne,Aix-en-Provence,1,hard,name_ambiguity,Albert/Lourdes=prénoms
1263,billet angers lille,Angers,Lille,1,medium,no_capitals,"lowercase, no accents"
1264,Trajet Aix-en-Provence Toulon,Aix-en-Provence,Toulon,1,medium,no_markers,
1265,Comment vas-tu ?,,,0,easy,no_intent,greetings
1266,vers angers ?,,,0,easy,incomplete_origin,missing origin
1267,retrouver albert à brest en partant de nîmes,Nîmes,Brest,1,hard,name_ambiguity,"Albert=prénom, lowercase"
1268,En direction de Rennes,,,0,easy,incomplete_origin,missing origin
1269,Je veux aller à Metz en partant de Nantes,Nantes,Metz,1,medium,inverted_order,
1270,Train Le Havre Paris,Le Havre,Paris,1,easy,no_markers,
1271,De Paris à Toulouse puis Marseille,,,0,medium,ambiguous,too many cities
1272,je voudrais un bilet de metz à toulon,Metz,Toulon,1,hard,misspelling,spelling errors
1273,Je dois rejoindre Clément à Tours depuis Lille,Lille,Tours,1,medium,name_ambiguity,Clément=prénom
1274,Je souhaite me rendre à Limoges depuis Perpignan,Perpignan,Limoges,1,easy,standard,
1275,Je vais à Grenoble voir mon ami Clément en partant de Limoges,Limoges,Grenoble,1,medium,name_ambiguity,Clément=prénom
1276,À Rennes en partance de Annecy,Annecy,Rennes,1,medium,inverted_order,
1277,Départ Tours arrivée Reims,Tours,Reims,1,easy,standard,
1278,mon départ est à paris,,,0,easy,incomplete_dest,missing destination
1279,Pour me rendre à Reims je pars de Nantes,Nantes,Reims,1,medium,inverted_order,
1280,venant de toulouse ?,,,0,easy,incomplete_dest,missing destination
1281,À Le Havre en partance de Rennes,Rennes,Le Havre,1,medium,inverted_order,
1282,je me trouve à strasbourg,,,0,easy,incomplete_dest,missing destination
1283,Je vais à Saint-Étienne voir mon ami Albert en partant de Grenoble,Grenoble,Saint-Étienne,1,medium,name_ambiguity,Albert=prénom
1284,Cap sur Rennes ?,,,0,easy,incomplete_origin,missing origin
1285,"Paris, Albert et moi voulons aller de Grenoble à Lyon",Grenoble,Lyon,1,hard,name_ambiguity,Paris/Albert=prénoms
1286,Un billet de Toulon pour La Roche-sur-Yon,Toulon,La Roche-sur-Yon,1,medium,compound_name,compound name
1287,Pouvez-vous me donner les horaires de Le Mans à Grenoble,Le Mans,Grenoble,1,easy,standard,
1288,Je vais à Paris voir mon ami Paris en partant de Tours,Tours,Paris,1,medium,name_ambiguity,Paris=prénom
1289,Je veux aller de Nîmes à Bordeaux,Nîmes,Bordeaux,1,easy,standard,
1290,bilet perpignan aix-en-provenc,Perpignan,Aix-en-Provence,1,hard,misspelling,spelling errors
1291,Je vais à Aix-en-Provence voir mon ami Paris en partant de Angers,Angers,Aix-en-Provence,1,medium,name_ambiguity,Paris=prénom
1292,ordinateur guitare requin escalier,,,0,easy,garbage,nonsense words
1293,Je dois rejoindre Florence à Annecy depuis Nantes,Nantes,Annecy,1,medium,name_ambiguity,Florence=prénom
1294,Trajet Annnecy Marsel,Annecy,Marseille,1,hard,misspelling,spelling errors
1295,Cap sur Metz depuis Nantes,Nantes,Metz,1,medium,inverted_order,
1296,"Avec mes amis Paris et Florence, je voudrais aller de Bordeaux à Toulon",Bordeaux,Toulon,1,hard,name_ambiguity,Paris/Florence=prénoms
1297,je veux aller de perpignan a aix-en-provence,Perpignan,Aix-en-Provence,1,medium,no_capitals,"lowercase, no accents"
1298,Pour me rendre à Angers je pars de Bordeaux,Bordeaux,Angers,1,medium,inverted_order,
1299,trajet le mans montpellier,Le Mans,Montpellier,1,hard,misspelling,spelling errors
1300,je quitte lille,,,0,easy,incomplete_dest,missing destination
1301,Cap sur Toulon,,,0,easy,incomplete_origin,missing origin
1302,Je dois rejoindre Rémy à Tours depuis Le Mans,Le Mans,Tours,1,medium,name_ambiguity,Rémy=prénom
1303,Pour aller à Annecy depuis Le Mans,Le Mans,Annecy,1,medium,inverted_order,
1304,Je veux aller de Montpellier à Aix-en-Provence demain matin,Montpellier,Aix-en-Provence,1,medium,additional_info,with time/passenger info
1305,Quel est le temps de trajet de Le Havre à Lille,Le Havre,Lille,1,medium,standard,
1306,la pizza c'est délicieux ?,,,0,easy,no_intent,off_topic
1307,Je ne sais pas ?,,,0,easy,no_intent,random_statements
1308,Je voudrais un billet de Toulouse à Nice,Toulouse,Nice,1,easy,standard,
1309,Billet Lille Nantes Lyon,,,0,medium,ambiguous,too many cities
1310,Vers Lyon,,,0,easy,incomplete_origin,missing origin
1311,Trajet vers Reims au départ de Montpellier,Montpellier,Reims,1,medium,inverted_order,
1312,Quel est le temps de trajet de Paris à Limoges,Paris,Limoges,1,medium,standard,
1313,Je veux aller de La Roche-sur-Yon à Rennes,La Roche-sur-Yon,Rennes,1,medium,compound_name,compound name
1314,En direction de Bordeaux,,,0,easy,incomplete_origin,missing origin
1315,je voudrais un billet de metz a lille,Metz,Lille,1,medium,no_capitals,"lowercase, no accents"
1316,je voudrais aller à le havre ?,,,0,easy,incomplete_origin,missing origin
1317,Mon ami Clément m'attend à Le Havre je pars de Angers,Angers,Le Havre,1,medium,name_ambiguity,Clément=prénom
1318,je souhaite me rendre a monntpellier depui toulo,Toulon,Montpellier,1,hard,misspelling,spelling errors
1319,À Clermont-Ferrand en partance de Paris,Paris,Clermont-Ferrand,1,medium,inverted_order,
1320,Combien coûte un billet de train de Reims à Le Havre,Reims,Le Havre,1,medium,standard,
1321,C'est mon anniversaire,,,0,easy,no_intent,off_topic
1322,comment aller a angers depuis limoges,Limoges,Angers,1,medium,no_capitals,"lowercase, no accents"
1323,Je cherche un train de Limoges à Montpellier,Limoges,Montpellier,1,easy,standard,
1324,Combien coûte un billet de Toulouse à Tours,Toulouse,Tours,1,medium,additional_info,with time/passenger info
1325,Avec mon ami Paris je voudrais aller de Toulouse à Le Mans,Toulouse,Le Mans,1,medium,name_ambiguity,Paris=prénom
1326,Pouvez-vous me réserver une place de Nice à Metz,Nice,Metz,1,medium,standard,
1327,je souhaite me rendre a reims depuis limoges,Limoges,Reims,1,medium,no_capitals,"lowercase, no accents"
1328,Trajet Aix les Bains Saint Étienne,Aix-les-Bains,Saint-Étienne,1,medium,compound_name,compound name no hyphen
1329,C'est les vacances !,,,0,easy,no_intent,off_topic
1330,Grenoble Aix-en-Provence aujourd'hui,Grenoble,Aix-en-Provence,1,medium,no_markers,
1331,Je voudrais réserver un billet de Tours pour Grenoble,Tours,Grenoble,1,medium,standard,
1332,Je veux aller de Metz à Châlons en Champagne,Metz,Châlons-en-Champagne,1,medium,compound_name,compound name no hyphen
1333,Je viens de Grenoble,,,0,easy,incomplete_dest,missing destination
1334,Je veux aller de Villeurbanne à Lille,Villeurbanne,Lille,1,easy,standard,
1335,Mon ami Clément m'attend à Clermont-Ferrand je pars de Angers,Angers,Clermont-Ferrand,1,medium,name_ambiguity,Clément=prénom
1336,Y a-t-il des trains directs de Lyon à Reims,Lyon,Reims,1,medium,standard,
1337,Pour aller à Grenoble depuis Strasbourg,Strasbourg,Grenoble,1,medium,inverted_order,
1338,Je veux aller,,,0,easy,incomplete_grammar,grammatically incomplete
1339,Quel est l'horaire des trains au départ de Dijon pour Rennes,Dijon,Rennes,1,medium,standard,
1340,Trajet Aix-en-Provence Le Havre,Aix-en-Provence,Le Havre,1,medium,compound_name,compound name
1341,Trajet de Metz vers Toulouse,Metz,Toulouse,1,easy,standard,
1342,Bilet Pari Grenobl,Paris,Grenoble,1,hard,misspelling,spelling errors
1343,Un train de Angers pour Metz,Angers,Metz,1,easy,standard,
1344,Pouvez-vous me réserver une place de Brest à Strasbourg,Brest,Strasbourg,1,medium,standard,
1345,Destination Nice,,,0,easy,incomplete_origin,missing origin
1346,Je veux aller à Reims en partant de Lyon,Lyon,Reims,1,medium,inverted_order,
1347,... --- --- $$%%,,,0,easy,garbage,special characters
1348,Je vais à Florence voir mon ami Lourdes en partant de Rennes,Rennes,Florence,1,medium,name_ambiguity,Lourdes=prénom
1349,retrouver paris à montpellier en partant de grenoble,Grenoble,Montpellier,1,hard,name_ambiguity,"Paris=prénom, lowercase"
1350,Un billet Amiens Saint-Étienne,Amiens,Saint-Étienne,1,easy,no_markers,
1351,Je vais à Nantes voir mon ami Florence en partant de Bordeaux,Bordeaux,Nantes,1,medium,name_ambiguity,Florence=prénom
1352,Deux billets de Toulon à Marseille s'il vous plaît,Toulon,Marseille,1,medium,additional_info,with time/passenger info
1353,Comment aller de Nantes à Bordeaux à Lyon,,,0,medium,ambiguous,too many cities
1354,venant de toulon,,,0,easy,incomplete_dest,missing destination
1355,Y a-t-il un train de Toulon vers Tours,Toulon,Tours,1,easy,standard,
1356,Je voudrais un billet de Saint-Étienne à Perpignan,Saint-Étienne,Perpignan,1,easy,standard,
1357,un billet le havre marseille s'il vous plait,Le Havre,Marseille,1,medium,no_capitals,"lowercase, no accents"
1358,Aix-en-Provence Paris s'il vous plaît,Aix-en-Provence,Paris,1,medium,no_markers,
1359,Quel est votre nom !,,,0,easy,no_intent,general_questions
1360,Départ Grenoble arrivée Toulon,Grenoble,Toulon,1,easy,standard,
1361,Je voudrais un billet de Bordeaux à Amiens,Bordeaux,Amiens,1,easy,standard,
1362,Limoges Le Mans aujourd'hui,Limoges,Le Mans,1,medium,no_markers,
1363,Un billet Lyon Tours,Lyon,Tours,1,easy,no_markers,
1364,Combien coûte un billet de train de Le Mans à Lyon,Le Mans,Lyon,1,medium,standard,
1365,Je vais à Limoges voir mon ami Paris en partant de Perpignan,Perpignan,Limoges,1,medium,name_ambiguity,Paris=prénom
1366,un train pour,,,0,easy,incomplete_grammar,grammatically incomplete
1367,fovywomafa myrawyban qawuwonuxu wehut miqy,,,0,easy,garbage,random text
1368,Je me rends à Toulon en provenance de Montpellier,Montpellier,Toulon,1,medium,inverted_order,
1369,Je veux aller à Saint-Étienne en partant de Reims,Reims,Saint-Étienne,1,medium,inverted_order,
1370,fena sar,,,0,easy,garbage,random text
1371,Train de Boulogne sur Mer à Strasbourg,Boulogne-sur-Mer,Strasbourg,1,medium,compound_name,compound name no hyphen
1372,Je pars de Dijon,,,0,easy,incomplete_dest,missing destination
1373,Un aller simple de Toulouse à Amiens,Toulouse,Amiens,1,easy,standard,
1374,Train pour Nice Montpellier et Lille,,,0,medium,ambiguous,too many cities
1375,Pourquoi le ciel est bleu ?,,,0,easy,no_intent,general_questions
1376,à quelle heure part,,,0,easy,incomplete_grammar,grammatically incomplete
1377,je souhaite me rendre a marsel depui reimms,Reims,Marseille,1,hard,misspelling,spelling errors
1378,Quand part le prochain train de Brest vers Nice,Brest,Nice,1,medium,standard,
1379,Pour aller à Perpignan depuis Metz,Metz,Perpignan,1,medium,inverted_order,
1380,Train Aix-en-Provence Lille,Aix-en-Provence,Lille,1,easy,no_markers,
1381,je souhaite me rendre a perpignan depuis saint-étienne,Saint-Étienne,Perpignan,1,medium,no_capitals,"lowercase, no accents"
1382,vetuw nozehi,,,0,easy,garbage,random text
1383,Billet Montpellier Dijon pour 3 personnes,Montpellier,Dijon,1,medium,additional_info,with time/passenger info
1384,je veux aller de tours a angers,Tours,Angers,1,medium,no_capitals,"lowercase, no accents"
1385,Vers Angers au départ de Paris,Paris,Angers,1,medium,inverted_order,
1386,Billet Nîmes Saint Étienne,Nîmes,Saint-Étienne,1,medium,compound_name,compound name no hyphen
1387,coucou,,,0,easy,no_intent,greetings
1388,Trajet de Reims vers Villeurbanne,Reims,Villeurbanne,1,easy,standard,
1389,À quelle heure arrive le dernier train de Clermont-Ferrand à Tours,Clermont-Ferrand,Tours,1,medium,complex_question,
1390,je dois aller de perpignan a paris,Perpignan,Paris,1,medium,no_capitals,"lowercase, no accents"
1391,Bordeaux Angers ce soir,Bordeaux,Angers,1,medium,no_markers,
1392,avez-vous des enfants ?,,,0,easy,no_intent,general_questions
1393,Vers Dijon au départ de Toulouse,Toulouse,Dijon,1,medium,inverted_order,
1394,"avec mes amis clément et lourdes, je voudrais aller de toulouse à tours",Toulouse,Tours,1,hard,name_ambiguity,"Clément/Lourdes=prénoms, lowercase"
1395,Un billet Grenoble Villeurbanne pour ce soir,Grenoble,Villeurbanne,1,medium,additional_info,with time/passenger info
1396,Je ne comprends pas,,,0,easy,no_intent,random_statements
1397,Y a-t-il des trains directs de Le Mans à Le Havre,Le Mans,Le Havre,1,medium,standard,
1398,Un billet pour Montpellier,,,0,easy,incomplete_origin,missing origin
1399,Je veux aller de Angers à Annecy,Angers,Annecy,1,easy,standard,
1400,Je veux aller de Angers à Nîmes demain matin,Angers,Nîmes,1,medium,additional_info,with time/passenger info
1401,Cap sur Perpignan depuis Brest,Brest,Perpignan,1,medium,inverted_order,
1402,Un billet Annecy Nice pour 2 adultes,Annecy,Nice,1,medium,additional_info,with time/passenger info
1403,Quand part le prochain train de Le Havre vers Metz,Le Havre,Metz,1,medium,standard,
1404,De Montpellier à Toulouse ou peut-être Marseille,,,0,medium,ambiguous,contradictions
1405,Je voudrais un billet de Paris à Aix-en-Provence pour demain,Paris,Aix-en-Provence,1,medium,additional_info,with time/passenger info
1406,Train Montpellier Montpellier,,,0,medium,ambiguous,origin equals destination
1407,Quel est le train le plus rapide de Montpellier à Dijon,Montpellier,Dijon,1,hard,complex_question,
1408,Trajet vers Clermont-Ferrand au départ de Le Mans,Le Mans,Clermont-Ferrand,1,medium,inverted_order,
1409,Toulouse Bordeaux aujourd'hui,Toulouse,Bordeaux,1,medium,no_markers,
1410,De Nice à Toulouse puis Montpellier,,,0,medium,ambiguous,too many cities
1411,J'aimerais visiter Montpellier,,,0,easy,incomplete_origin,missing origin
1412,au revoir,,,0,easy,no_intent,greetings
1413,Vers Montpellier au départ de Paris,Paris,Montpellier,1,medium,inverted_order,
1414,trajet clermont-ferrand lilles,Clermont-Ferrand,Lille,1,hard,misspelling,spelling errors
1415,Comment aller de Paris à Paris,,,0,medium,ambiguous,origin equals destination
1416,Cap sur Dijon ?,,,0,easy,incomplete_origin,missing origin
1417,Un billet pour Lyon,,,0,easy,incomplete_origin,missing origin
1418,Je suis actuellement à Reims,,,0,easy,incomplete_dest,missing destination
